Name,Drug Groups,SMILES,ChEMBL ID
DB06421,investigational,CCN(CC)CCNC(=O)C1=CC=C(N)C(Cl)=C1,CHEMBL1618378
DB06422,investigational,CO[C@H]1CNCC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,CHEMBL2107465
DB06429,investigational,CCC(NC(=O)C1=C(O)C(=NC2=CC=CC=C12)C1=CC=CC=C1)C1=CC=CC=C1,CHEMBL275544
DB06431,investigational,[H][C@]12CO[C@@H](O[C@]3([H])O[C@H](COC)[C@@H](O[C@]4([H])O[C@H](C)[C@H](OC)[C@H](O[C@]5([H])O[C@H](C)[C@@]6([H])O[C@]7(C[C@@H](O)[C@H](O[C@@]8([H])C[C@@H](O[C@@]9([H])C[C@@](C)([C@@H](OC)[C@H](C)O9)[N+]([O-])=O)[C@H](OC(=O)C9=C(OC)C(Cl)=C(O)C(Cl)=C9C)[C@@H](C)O8)[C@@H](C)O7)O[C@]6(C)[C@@H]5O)[C@H]4O)[C@H](O)[C@@H]3OC)[C@H](O)[C@]1([H])O[C@@]1(O2)OC[C@@H](OC(=O)C2=C(O)C=C(O)C=C2C)[C@]2([H])OCO[C@@]12[H],CHEMBL263367
DB06433,investigational,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)\C1=C/F,CHEMBL2105467
DB06434,investigational,,
DB06435,investigational,CN1C2=CC=CC=C2C(=N[C@H](NC(=O)C2=CC3=CC=CC4=C3N2CCC4)C1=O)C1=CC=CC=C1,CHEMBL1742455
DB06436,investigational,CC1=CC(C)=C(N1)\C=C1/C(=O)NC2=CC=CC=C12,CHEMBL276711
DB06437,investigational,,
DB06439,approved; investigational,,CHEMBL1201548
DB06440,investigational,C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,CHEMBL294029
DB06441,approved,CSCCNC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC(SCCC(F)(F)F)=N1,CHEMBL334966
DB06442,investigational,CC(C)C1=CC(C(C)C)=C(CC(=O)NS(=O)(=O)OC2=C(C=CC=C2C(C)C)C(C)C)C(=C1)C(C)C,CHEMBL101309
DB06444,investigational,CCCCCCC(C)(C)C1=CC(O)=C2[C@H]3CC(CO)=CC[C@@H]3C(C)(C)OC2=C1,CHEMBL334533
DB06445,investigational,CCNCCCNCCCNCCCNCC,CHEMBL44083
DB06446,investigational,C(CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1)CC1(OCCO1)C1=CC=CC=C1,CHEMBL2106316
DB06447,investigational,[H]N([C@H]1[C@@H](OP(O)(O)=O)O[C@H](CO[C@@H]2O[C@H](COC)[C@@H](OP(O)(O)=O)[C@H](OCC[C@@H](CCCCCCC)OC(=O)CCC\C=C/CCCCCC)[C@H]2N([H])C(=O)CC(=O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OCC[C@H](O)CCCCCCC)C(=O)CC(=O)CCCCCCCCCCC,
DB06448,approved; investigational,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1,CHEMBL298734
DB06449,investigational,,
DB06453,investigational,,
DB06454,investigational,FC1=CC=C(C=C1)C1=CN=CC(CNC[C@H]2CCC3=CC=CC=C3O2)=C1,CHEMBL220808
DB06455,investigational,COC1=CC=CC(OC)=C1C1=CC(=NN1C1=C2C=CC(Cl)=CC2=NC=C1)C(=O)NC1(C2CC3CC(C2)CC1C3)C(O)=O,CHEMBL506981
DB06457,investigational,FC1=CC=C(CN2C(NC3CCNCC3)=NC3=CC=CC=C23)C=C1,CHEMBL61301
DB06458,investigational,CC(CC1=CC=CC=C1)(NC(=O)CN)C1=CC=CC=C1,CHEMBL25843
DB06460,investigational,CCCOC1=CC=C2[C@@H]([C@H]([C@@H](C2=C1)C1=CC=C(OC)C=C1OCCO)C(O)=O)C1=CC=C2OCOC2=C1,CHEMBL431651
DB06461,investigational,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)NCCCNCCCCN)OS(O)(=O)=O,CHEMBL444929
DB06465,investigational,CC(=O)N1CCN(CC1)NC(=O)C1=CC=C(F)C=C1,
DB06468,investigational,CC(C)C1=CC=C(C=C1S(C)(=O)=O)C(=O)NC(N)=N,CHEMBL436559
DB06469,investigational,C[C@]12O[C@H](C[C@]1(O)CO)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C3C(=O)NC4)C3=CC=CC=C3N21,CHEMBL175105
DB06470,investigational,CC1=C(CCCl)SC=N1,CHEMBL315795
DB06471,investigational,[H][C@]12O[C@@]1([H])[C@@]1([H])C[C@]2([H])C[C@@H]1C1=NC2=C(N1)N(CCC)C(=O)C(CCC)C2=O,CHEMBL2107805
DB06472,investigational,NC(=N)C1=CC=C(C=C1)C1=CC=C(OC[C@@H]2C[C@@H](CC(O)=O)C(=O)N2)C=C1,CHEMBL3085474
DB06477,investigational,CN[C@H]1CN2C(=O)NC3=CC=CC(C1)=C23,CHEMBL419792
DB06478,investigational,CO[C@]12[C@@H]3[C@H](CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O)N3C,CHEMBL521078
DB06479,investigational,CCCN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,CHEMBL1079905
DB06480,approved,COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,CHEMBL117287
DB06481,investigational,O\C(CCC#C)=C(\C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,
DB06482,investigational,,
DB06485,investigational,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C=NC1=O,CHEMBL2103821
DB06486,investigational,CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=CC=CC=N3)CC2)C2=CC=CC=C12,CHEMBL300138
DB06489,investigational,,
DB06493,investigational,,
DB06494,investigational,CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)CC2=CC=CC=C2)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=CC=C1,CHEMBL22055
DB06496,investigational,,
DB06497,investigational,[H][C@@]1(NC(=O)C2(CCN(CC3=CC=C(OC4=CC=C(C=C4)C(O)=O)C=C3)CC2)N(CCCC)C1=O)[C@H](O)C1CCCCC1,CHEMBL1255794
DB06499,investigational,CC(C(O)=O)C1=CC=CC2=C1OC=C2C1=CC=CC=C1,CHEMBL2107396
DB06504,investigational,C1CC2=C(CO1)C1=C(NC(=N1)C1=NOC=C1)C=N2,
DB06506,investigational,O=C1N(CCCCNC[C@H]2CCC3=CC=CC=C3O2)S(=O)(=O)C2=CC=CC=C12,CHEMBL1614652
DB06508,investigational,CC(C)C[C@H](NC(=O)COC1=CC=CC=C1C)C(=O)N[C@@H](CC1=CC=C(OC(=O)N2CCC(CC2)C(N)=O)C=C1)C(O)=O,
DB06510,investigational,COC1=CC=C(OC(=O)N(CC(O)=O)CC2=CC=C(OCCC3=C(C)OC(=N3)C3=CC=CC=C3)C=C2)C=C1,CHEMBL186179
DB06512,investigational,[H][C@]12CC[C@](C)(C1(C)C)[C@@](C2)(OCCN(C)C)C1=CC=CC=C1,CHEMBL2104698
DB06515,investigational,[H][C@]12O[C@]3(CC4=CC=CC=C4)O[C@]1(C[C@@]([H])(C)[C@]1(O3)[C@]3([H])C=C(C)C(=O)[C@@]3(O)CC(COC(=O)CC3=CC(OC)=C(O)C=C3)=C[C@@]21[H])C(C)=C,CHEMBL17976
DB06517,investigational,COC1=C2C=CC3=NC4=CC=CC(C(=O)N[C@H](C)CN(C)C)=C4N=C3C2=CC=C1,CHEMBL162781
DB06518,investigational,CN1C(=O)C(OC2=CC=C(F)C=C2F)=CC2=C1N=C(NC1CCOCC1)N=C2,CHEMBL1230122
DB06519,investigational,CC1=C(CCOC2=C3C=CSC3=C(CC3SC(=O)NC3=O)C=C2)N=C(O1)C1=CC=CC=C1,CHEMBL3990804
DB06521,investigational,CC1=C(C)C2=C(C3=CC(C)=C(O[C@H](CC4=CC=CC=C4)C(O)=O)C(C)=C3)C3=CC=CC=C3C(Br)=C2S1,CHEMBL184041
DB06523,investigational,NC(=O)C1=NN(C=N1)[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,CHEMBL274536
DB06525,investigational,CCC1=C(NC(=O)OC2=CC3=C(C=C2)N(C)[C@H]2ON(C)CC[C@@]32C)C=CC=C1,CHEMBL121810
DB06527,investigational,NCCCS(O)(=O)=O,CHEMBL149082
DB06529,investigational,O=C(C1=C2N=CC=C(N2N=C1)C1=CC=NC=C1)C1=CC=CC=N1,CHEMBL2105199
DB06530,investigational,CCOCC1=NC2=C(N)N=C3C=CC=CC3=C2N1CC(C)(C)O,CHEMBL383322
DB06532,investigational,CONC(=N)C1=CC=C(C=C1)C1=CC=C(O1)C1=CC=C(C=C1)C(=N)NOC,CHEMBL319669
DB06533,investigational,CCO[C@H](CC1=CC=C(OCCN2C3=CC=CC=C3OC3=C2C=CC=C3)C=C1)C(O)=O,CHEMBL24683
DB06535,investigational,CCOC(=O)[C@@H](N)CC1=CC=C(O)C(O)=C1,CHEMBL1823681
DB06536,investigational,CCO[C@@H](CC1=CC=C(OCCC2=CC=C(OS(C)(=O)=O)C=C2)C=C1)C(O)=O,CHEMBL282686
DB06538,investigational,NC(=O)C1=C2C[C@H](COC2=C(F)C=C1)N(C1CCC1)C1CCC1,CHEMBL1628569
DB06543,investigational,C\C(\C=C\C=C(/C)\C=C\C1=C(C)C(=O)[C@@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C(=O)[C@@H](O)CC1(C)C,CHEMBL1255871
DB06548,investigational,OC(CC1=CN=C2C=CC=CN12)(P(O)(O)=O)P(O)(O)=O,CHEMBL319144
DB06549,investigational,COC1=CC=C(C[C@@H](CN[C@@H](CCCN=C(N)N)C(O)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CO)NC(=O)[C@H](CC2=CC=CS2)NC(=O)CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H]2CCCN2C(=O)[C@@H](N)CCCN=C(N)N)C=C1,CHEMBL2105864
DB06554,investigational,O=C1NOC2=C1CCNC2,CHEMBL312443
DB06555,investigational,FC1=CC=C(C=C1)N1C=C(CCCCN2CCC3(CC2)OCC2=CC=CC=C32)C2=CC=CC=C12,CHEMBL61479
DB06558,investigational,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=NC=C(C=C2)C(C)C)N=C(N=C1OCCO)C1=CC(=NC=C1)C1=NNN=N1,CHEMBL61780
DB06559,investigational,,CHEMBL2108614
DB06562,investigational,,
DB06568,investigational,,
DB06569,investigational,[H][C@@]12CC=C3C[C@H](CC[C@]3(C)[C@@]1([H])C[C@@H](OC(=O)C(\C)=C\C)[C@]1(C)[C@H](CC[C@]21O)C(C)=O)O[C@H]1C[C@H](OC)[C@H](O[C@H]2C[C@H](OC)[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](OC)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1,
DB06573,investigational,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,CHEMBL76222
DB06575,investigational,CC(C)[C@H](N)C(=O)OCC[C@@H](CO)CN1C=NC2=C1N=C(N)NC2=O,CHEMBL2107301
DB06578,investigational,CC(=O)C1=CC=C2OC(C)(C)[C@@H](O)[C@@H](NC(=O)C3=CC=C(F)C(Cl)=C3)C2=C1,CHEMBL318191
DB06579,investigational,CCCC1=C(CN2C=CN=C2C2=C(F)C=CC=N2)N=CN2N=C(C)N=C12,CHEMBL2103791
DB06580,investigational,CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,CHEMBL2110737
DB06581,investigational,[H][C@]12[C@@H](CC[C@@]1(CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O)C(C)=C,CHEMBL404519
DB06582,investigational,CC[C@@H]1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC=C(OC)C(OC)=C1,CHEMBL2107331
DB06585,investigational,CCC1(CC2=CC=C(F)C=C2C1)C1=CNC=N1,CHEMBL1255582
DB06586,investigational,CCCCCCCCCCCCCCCCOC1=NC2=C(C=C(C)C=C2)C(=O)O1,CHEMBL2103825
DB06587,investigational,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C(C)C)[C@@]2(C)CC(C)=C(O2)[C@H](C)C(=O)[C@]1(C)OC,CHEMBL2110756
DB06588,investigational,COC1=CC=C(C=C1)[C@@H]1[C@@H](COC2=CC(O)=CC=C12)C1=CC=C(O)C=C1,
DB06589,approved,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,CHEMBL477772
DB06590,approved; investigational,[H][C@]12SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC)\C1=NSC(NP(O)(O)=O)=N1)C([O-])=O,CHEMBL501122
DB06592,investigational,,
DB06594,approved; investigational,COC1=CC2=C(CCNC(C)=O)C=CC=C2C=C1,CHEMBL10878
DB06595,approved; investigational,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,CHEMBL608533
DB06597,investigational,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OS(N)(=O)=O)C=C3CC[C@@]21[H],CHEMBL219321
DB06598,investigational,CN1C=C(NC(=O)C2=CC(NC(=O)C3=CC(NC(=O)C4=CC(NC(=O)C(Br)=C)=CN4C)=CN3C)=CN2C)C=C1C(=O)NCCN=C(N)N,CHEMBL1189025
DB06600,investigational,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC=C1N1C[C@@H](C)C[C@H](N)C1)C1CC1,CHEMBL1213456
DB06603,approved; investigational,CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C2=CC=CC=C2N1,CHEMBL483254
DB06604,investigational,[H][C@]12CCC[C@H](N1C(=O)[C@H](CC1=C2C=CC=C1)NC(=O)[C@@H](SC(C)=O)C(C)C)C(O)=O,CHEMBL3187812
DB06605,approved,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,CHEMBL231779
DB06608,approved; investigational,COC1=CC(C)=C2C(OC3=CC=CC(=C3)C(F)(F)F)=C(OC)C=C(NC(C)CCCN)C2=N1,CHEMBL298470
DB06609,investigational,[H][C@@]1(O)CS[C@@]([H])(OC2=CC3=C(C=C2)C(C)=CC(=O)O3)[C@]([H])(O)[C@@]1([H])O,CHEMBL2107763
DB06610,investigational,[H]N=C(N([H])[H])N([H])CCC[C@H](N([H])C(=O)[C@H](CCCN([H])C(=N[H])N([H])[H])N([H])C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@@H]1CCCN1C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@@H]1CCCN1C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@H](CCCN([H])C(=N[H])N([H])[H])N([H])C(=O)[C@H](CC(C)C)N([H])C(=O)[C@@H](N([H])[H])[C@@H](C)CC)C(=O)N([H])[C@@H](CCCCN([H])[H])C(=O)N([H])[H],CHEMBL1615933
DB06614,approved; investigational,[H][C@@]1([C@@H](NC(C)=O)C(CC)CC)[C@H](O)[C@H](C[C@H]1NC(N)=N)C(O)=O,CHEMBL139367
DB06616,approved,COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl,CHEMBL288441
DB06618,investigational,COC1=C(OC)C=C(CCN2CCN(CCCC3=CC=CC=C3)CC2)C=C1,CHEMBL408867
DB06619,investigational,NC1=NC(N)=C2N=CN([C@H]3CO[C@@H](CO)O3)C2=N1,CHEMBL458876
DB06620,investigational,O=C1CC2=C3O[C@@H](CNCC4=CC=CC=C4)COC3=CC=C2N1,CHEMBL2110659
DB06622,investigational,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@@]2([H])C[C@@H](O)CC[C@]12C,
DB06623,investigational,CCOC(=O)NC1=C(N)N=C(NCC2=CC=C(F)C=C2)C=C1,CHEMBL255044
DB06624,investigational,C[C@H](NC(=O)C(C)(C)OC1=CC=C(C=N1)C(F)(F)F)[C@@H](CC1=CC=C(Cl)C=C1)C1=CC=CC(=C1)C#N,CHEMBL220360
DB06625,investigational,CC1=CC(CN2N=NC3=C(N=C(N)N=C23)C2=CC=CO2)=CC=C1N,CHEMBL447664
DB06626,approved; investigational,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,CHEMBL1289926
DB06629,investigational,COC1=NC(C)=CN=C1NS(=O)(=O)C1=CC=CN=C1C1=CC=C(C=C1)C1=NN=CO1,CHEMBL1628688
DB06630,investigational,COC1=CC(F)=C(C=C1C1=CC=C(C=C1CN1[C@@H](C)[C@H](OC1=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(C)C,CHEMBL1800807
DB06633,investigational,OS(=O)(=O)CCNCl,CHEMBL539204
DB06634,investigational,C[C@@H](N(C)C(=O)N1CC[C@@H](C[C@@H]1C1=CC=C(F)C=C1C)N1CCN(CC1)C(C)=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CHEMBL1672054
DB06635,investigational,COC(=O)[C@H](CC1=CC(=CC=C1)C(N)=N)[C@@H](C)NC(=O)C1=CC=C(C=C1)C1=CC=[N+]([O-])C=C1,CHEMBL46618
DB06636,approved; investigational,[H]C(C)(OC(=O)N(C)C1=C(COC(=O)CNC)C=CC=N1)[N+]1=CN(C[C@](O)(C2=C(F)C=CC(F)=C2)[C@@]([H])(C)C2=NC(=CS2)C2=CC=C(C=C2)C#N)N=C1,CHEMBL1183349
DB06637,approved,NC1=CC=NC=C1,CHEMBL284348
DB06638,investigational,CN1CCC[C@H]1CCNC(=O)C1=CN2C3=C(OC4=C2C(=CC(F)=C4N2CCC(C2)C2=CN=CC=N2)C1=O)C=C1C=CC=CC1=C3,CHEMBL3989407
DB06640,investigational,OCCOCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,CHEMBL2107341
DB06641,investigational,CCCCCCCCCCCCCCCCCCOP([O-])(=O)OC1CC[N+](C)(C)CC1,CHEMBL372764
DB06645,investigational,CN(C)N(C)C(=O)[C@@]1(CC2=CC=CC=C2)CCCN(C1)C(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)C(C)(C)N,CHEMBL2110579
DB06649,investigational,C[C@H](NCC1=CC=C(OCC2=CC=CC=C2F)C=C1)C(N)=O,CHEMBL2107771
DB06651,investigational,[H][C@](C)(O)[C@]([H])(N=C(O)[C@]([H])(CC(C)C)N=C(O)[C@]([H])(CO)N=C(O)[C@]([H])(CC(O)=O)N=C(O)[C@]([H])(CC(C)C)N=C(O)[C@]([H])(C)N=C(O)[C@]1([H])CCCN1C(=O)[C@@]([H])(N=C(O)[C@@]([H])(N=C(O)[C@]([H])(CCCNC(N)=N)N=C(O)[C@]([H])(CC(C)C)N=C(O)[C@]([H])(CC(C)C)N=C(O)[C@]([H])(C)N=C(O)[C@@]([H])(N=C(O)CN=C(O)CN=C(O)CN=C(O)[C@]([H])(CC(C)C)N=C(O)[C@@]([H])(N)C(C)C)C(C)C)C(C)C)[C@@]([H])(C)CC)C(=O)N1CCC[C@@]1([H])C(O)=N[C@@]([H])(C)C(O)=N[C@@]([H])(CC(O)=N)C(O)=N[C@@]([H])(CCC(O)=O)C(O)=N[C@@]([H])(CC(O)=O)C(O)=O,
DB06652,investigational,COC[C@H](N1CCN(C[C@@H]1C)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C)C1=CC=C(C=C1)C(F)(F)F,CHEMBL82301
DB06654,approved; investigational,C[C@H](NCC1=CC=C(OCC2=CC(F)=CC=C2)C=C1)C(N)=O,CHEMBL396778
DB06656,investigational,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@](O)(C#C)[C@H]1O,CHEMBL573352
DB06657,investigational,CCCC(CCC)C(=O)NCC(N)=O,CHEMBL471638
DB06659,investigational,[Cl-].[Sn+4].CCOC(=O)C1=CC2=C3[N-]\C(=C/C4=N/C(=C\C5=C(CC)C(C)=C([N-]5)\C=C5/N=C2C(C)=C5CC)/C(C)=C4CC)[C@@H](C)[C@]13CC,
DB06660,investigational,CN(C[C@@H](CCN1CCC(CC1)(NC(C)=O)C1=CC=CC=C1)C1=CC=C(Cl)C(Cl)=C1)C(=O)C1=CC=CC=C1,CHEMBL308148
DB06663,approved,NCCCC[C@@H]1NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(OCC3=CC=CC=C3)C=C2)NC1=O)OC(=O)NCCN)C1=CC=CC=C1,CHEMBL3349607
DB06666,investigational,CC1=CC=C(F)C=C1C(=O)NC1=CC=C(C(=O)N2CC3=CC=CN3CC3=C2C=CC=C3)C(Cl)=C1,CHEMBL49429
DB06669,investigational,COC1=CC=C(CCNCCC[C@@](C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,
DB06670,investigational,CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)NC1(CC1)C#N,CHEMBL481611
DB06673,investigational,CNC(=O)[C@H](N1CCC2=CC(OC)=C(OC)C=C2[C@@H]1CCC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,CHEMBL455136
DB06677,investigational,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C)C=N2)N=C(N=C1OCCO)C1=CC=NC(=C1)C1=NN=NN1,CHEMBL109648
DB06678,investigational,[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1,CHEMBL1366933
DB06680,investigational,[H]\C(=N/O)C1=CC=C(C=C1)[C@@]1([H])C[C@@]2(C)[C@@]([H])(CC[C@]2(COC)OC)[C@]2([H])CCC3=CC(=O)CCC3=C12,CHEMBL267431
DB06682,investigational,COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(=O)OCCCCO[N+]([O-])=O,CHEMBL2103831
DB06683,investigational,CC1=CN([C@H]2O[C@@H](CO)[C@H](O)[C@H]2F)C(=O)NC1=O,CHEMBL458875
DB06684,approved,NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1,CHEMBL439849
DB06685,investigational,CCN(C(=O)C1=C(O)C2=C(C=CC=C2Cl)N(C)C1=O)C1=CC=CC=C1,CHEMBL66092
DB06689,approved,NCCO.CCCCCCCC\C=C/CCCCCCCC(O)=O,CHEMBL3989529
DB06690,approved; vet_approved,[N-]=[N+]=O,CHEMBL1234579
DB06691,approved; vet_approved,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1,CHEMBL511
DB06693,experimental,[H][C@]12[C@H](CCC=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,CHEMBL54440
DB06694,approved; investigational,CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C,CHEMBL312448
DB06695,approved,CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=NC=CC=C3)N2C)C=C1,CHEMBL539697
DB06696,experimental; investigational,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,CHEMBL426926
DB06697,approved,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4,CHEMBL566534
DB06698,approved; investigational,CNCCC1=CC=CC=N1,CHEMBL24441
DB06699,approved,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,CHEMBL415606
DB06700,approved; investigational,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,CHEMBL1118
DB06701,approved; investigational,[H][C@@](C(=O)OC)(C1=CC=CC=C1)[C@@]1([H])CCCCN1,CHEMBL827
DB06702,approved,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,CHEMBL1201764
DB06703,approved,OC[C@H](O)[C@H](CO)[N+]12CC[N+]3(CC([O-])=O)CC[N+]4(CC([O-])=O)CC[N+](CC([O-])=O)(CC1)[Gd-]234,CHEMBL2218860
DB06704,approved; investigational,NC(N)=NCC1=CC(I)=CC=C1,CHEMBL818
DB06705,approved,[Na+].[Na+].[Na+].[Gd+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)C[C@H](COP([O-])(=O)OC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1)N(CC([O-])=O)CC([O-])=O,CHEMBL1908362
DB06706,approved,CNC(C)CCC=C(C)C,CHEMBL1697841
DB06707,approved,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1,CHEMBL677
DB06708,approved,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1,CHEMBL38827
DB06709,approved; investigational,CC(C[N+](C)(C)C)OC(C)=O,CHEMBL978
DB06710,approved,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,CHEMBL1395
DB06711,approved; investigational,C(C1=NCCN1)C1=CC=CC2=CC=CC=C12,CHEMBL761
DB06712,approved; investigational,COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N,CHEMBL517427
